nom;idparking;commune;insee;proprietaire;parkingtempsreel;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture
Duhamel;P104;Lyon 2e Arrondissement;69382;Particulier;False;500;;;;;Réservé abonnés;Mixte;Payant;Ouvert 24h/24h
St Laurent de Mure - Les Marches du Rhône;P946;;;;False;65;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Gerland;P44;Lyon 7e Arrondissement;69387;GRAND LYON;True;400;0;0;0;9;Libre;;Gratuit;Nuit
Vimy;P446;Neuville-sur-Saône;69143;COMMUNE;False;6;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Jean Jaurès Tramway Pair;P640;Décines-Charpieu;69275;;False;9;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Centre Léonard de Vinci;P322;Feyzin;69276;COMMUNE;False;150;;;;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Antenne justice;P541;Meyzieu;69282;COMMUNE;False;20;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Entrepôts;P968;Lyon 4e Arrondissement;69384;;False;30;;;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
St Germain - Gare;P9000;Saint-Germain-au-Mont-d'Or;69207;;;;;;;;;;;
Collège Emile Malfroy;P624;Grigny;69096;GRAND LYON;False;35;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Place de la Paix;P937;Villeurbanne;69266;GRAND LYON;False;35;0;0;0;0;Libre;Mixte;Gratuit;Marché
Leclerc Champvert;P127;Lyon 9e Arrondissement;69389;LECLERC;False;200;;;;;;Commerciale;Gratuit;Dimanche + jours fériés
Paul Langevin;P410;Saint-Fons;69199;GRAND LYON;False;35;0;8;0;0;Libre;;Gratuit;Ouvert 24h/24h
Gendarmerie;P830;Chassieu;69271;COMMUNE;False;4;0;0;0;0;Libre;;Zone bleue;Ouvert 24h/24h
Aquavert;P508;Francheville;69089;SIVU Aquavert;False;145;;;0;2;;;Gratuit;
Verdun;P445;Neuville-sur-Saône;69143;GRAND LYON;False;41;0;3;0;2;Horaire;Commerciale;Payant;Ouvert 24h/24h
CC Caluire 2;P150;Caluire-et-Cuire;69034;PRIVE;False;1800;;;0;33;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Pierre Sémard;P843;La Mulatière;69142;GRAND LYON;False;7;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Aquarium;P836;La Mulatière;69142;GRAND LYON;False;166;0;0;0;5;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Place Pompidou;P523;Saint-Genis-les-Ollières;69205;COMMUNE;False;12;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Bâtiment gare;P707;Saint-Germain-au-Mont-d'Or;69207;RFF;False;19;0;8;0;3;Libre;;Gratuit;Ouvert 24h/24h
Cimetière;P615;Rochetaillée-sur-Saône;69168;COMMUNE;False;15;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Centre sportif;P888;Lyon 9e Arrondissement;69389;GRAND LYON;False;200;0;0;0;0;Libre;Evènementielle;Gratuit;Marché
Carnot Pompiers;P657;Décines-Charpieu;69275;;False;38;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
La Poste;P390;Genay;69278;COMMUNE;False;10;0;0;0;1;;;Gratuit;Ouvert 24h/24h
Parking Antonin Poncet;P13;Lyon 2e Arrondissement;69382;GRAND LYON;True;709;24;56;3;;Mixte;Mixte;Payant;Ouvert 24h/24h
Neuville - Casino;P9017;Neuville-sur-Saône;69143;;;;;;;;;;;
Hôtel de Ville;P338;Oullins;69149;COMMUNE;False;100;;;;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Nouveau cimetière;P510;Francheville;69089;COMMUNE;False;15;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Bonnel-Servient;P111;Lyon 3e Arrondissement;69383;ETAT;False;778;6;4;2;4;Mixte;Mixte;Payant;Ouvert 24h/24h
Communay - Cimetière;P944;;;;False;;;;;;Libre;;Gratuit;Ouvert 24h/24h
Place de la République;P964;Chassieu;69271;GRAND LYON;False;21;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Ecole de musique;P232;Caluire-et-Cuire;69034;COMMUNE;False;56;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Place Victor Balland;P936;Villeurbanne;69266;COMMUNE;False;78;0;0;0;2;Horaire;Commerciale;Zone bleue;Marché
42 rue de la République;P529;Meyzieu;69282;GRAND LYON;False;15;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place de la Mutualité;P302;Craponne;69069;GRAND LYON;False;5;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
République A;P823;Grigny;69096;GRAND LYON;False;13;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Ecole d'Alaï;P488;Francheville;69089;COMMUNE TASSIN;False;29;0;18;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Les Halles;P19;Lyon 3e Arrondissement;69383;GRAND LYON;True;478;0;0;2;;Mixte;Mixte;Payant;Ouvert 24h/24h
Quai Rambaud;P877;Lyon 2e Arrondissement;69382;LYON CONFLUENCE;False;115;;;2;;Libre;Commerciale;;Ouvert 24h/24h
Gare;P335;Fleurieu-sur-Saône;69085;GRAND LYON;False;27;0;12;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
MJC;P1003;Vaulx-en-Velin;69256;COMMUNE;False;38;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gymnase Jean Jaurès P2;P569;Corbas;69273;COMMUNE;False;31;0;4;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Libération;P928;Givors;69091;COMMUNE;False;125;;;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h
Voie nouvelle;P834;Albigny-sur-Saône;69003;GRAND LYON;False;31;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Estragnat;P626;Grigny;69096;GRAND LYON;False;30;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Quai de la Navigation;P929;Givors;69091;;False;200;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare de Fleurieux sur l'Arbresle;P1061;;;;False;20;0;;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
ZI Montmartin P1;P570;Corbas;69273;GRAND LYON;False;52;;;;;Libre;;Gratuit;Ouvert 24h/24h
Croix des Rampeaux B;P817;Grigny;69096;GRAND LYON;False;42;0;0;0;2;Libre;Résidentielle;Zone bleue;Ouvert 24h/24h
Le Karavane théatre;P260;Chassieu;69271;COMMUNE;False;36;0;0;0;4;Libre;;Gratuit;Ouvert 24h/24h
Ecole Beauregard;P651;Décines-Charpieu;69275;;False;22;0;23;0;1;Libre;;Gratuit;Ouvert 24h/24h
Place de l'Eglise;P327;Feyzin;69276;GRAND LYON;False;22;;;;;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Place André-Marie Burignat;P530;Meyzieu;69282;GRAND LYON;False;48;0;12;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Ancienne Source;P431;Saint-Cyr-au-Mont-d'Or;69191;COMMUNE;False;29;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Tita Coïs;P1023;Vaulx-en-Velin;69256;COMMUNE;False;38;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place du Commandant Arnaud;P723;Lyon 4e Arrondissement;69384;GRAND LYON;False;35;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
P+R Gorge de Loup;P46;Lyon 9e Arrondissement;69389;SYTRAL;True;680;0;0;0;19;Libre;;Gratuit;Nuit
Place Louis Jouvet;P217;Bron;69029;GRAND LYON;False;28;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Stade Pierre Duboeuf;P210;Bron;69029;CG69;False;187;0;0;0;9;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Gendarmerie;P704;Jonage;69279;COMMUNE;False;6;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Mairie St Rambert;P756;Lyon 9e Arrondissement;69389;COMMUNE;False;15;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Poumeyrol Est;P549;Caluire-et-Cuire;69034;GRAND LYON;False;110;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Raspail;P414;Saint-Fons;69199;GRAND LYON;False;83;0;0;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h
Ecole;P273;Collonges-au-Mont-d'Or;69063;GRAND LYON;False;15;;;;;Libre;;Gratuit;Ouvert 24h/24h
Gare de Collonges-Fontaines;P74;Collonges-au-Mont-d'Or;69063;RFF;False;81;0;4;0;2;Libre;;Gratuit;Ouvert 24h/24h
Place du Docteur Schweitzer;P727;Lyon 5e Arrondissement;69385;GRAND LYON;False;120;0;0;0;0;Libre;Mixte;Gratuit;Marché
Place du 19 mars 1962;P303;Craponne;69069;GRAND LYON;False;19;0;6;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Ste Consorce - Méginand;P950;;;INTERCOMMUNAL;False;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Cimetière;P330;Fleurieu-sur-Saône;69085;GRAND LYON;False;14;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
ZI La Rize - Marx;P1021;Vaulx-en-Velin;69256;COMMUNE;False;40;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Carmagnole;P1028;Vaulx-en-Velin;69256;GRAND LYON;False;50;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place du 19 mars 1962;P282;Corbas;69273;COMMUNE;False;23;0;5;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Square République;P219;Bron;69029;COMMUNE;False;27;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Complexe sportif Romain Tisserand;P258;Chassieu;69271;GRAND LYON;False;135;0;0;0;0;Libre;Evènementielle;Gratuit;Nuit
Tilsitt;P156;Lyon 2e Arrondissement;69382;PRIVE;False;220;;;;;Mixte;Mixte;Payant;Nuit
Stade Léo Lagrange;P220;Bron;69029;COMMUNE;False;110;0;4;0;4;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Parc de la Rize;P1027;Vaulx-en-Velin;69256;GRAND LYON;False;15;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Angle Lebrun-République;P528;Meyzieu;69282;COMMUNE;False;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
P+R Meyzieu Panettes;P65;Meyzieu;69282;SYTRAL;True;590;;;0;14;Libre;;Gratuit;Nuit
Clos du Maquis;P797;Fontaines-sur-Saône;69088;COMMUNE;False;36;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Jean-Baptiste Anjolvy 1;P291;Couzon-au-Mont-d'Or;69068;GRAND LYON;False;25;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place de l'Europe;P361;Francheville;69089;GRAND LYON;False;111;0;0;0;3;Libre;Mixte;Gratuit;Marché
Carrefour Market;P1046;Chassieu;69271;PRIVE;False;200;;;0;5;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Pérouges - Péage;P981;;;CC;False;141;;;;;Libre;;Gratuit;Ouvert 24h/24h
Boulodrome;P490;La Tour-de-Salvagny;69250;COMMUNE;False;93;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Egalité;P674;Givors;69091;;False;103;;;;;Libre;Mixte;Gratuit;Ouvert 24h/24h
Angle Ferry-Langevin;P825;Grigny;69096;GRAND LYON;False;15;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Parking Vaise;P135;Lyon 9e Arrondissement;69389;URBIS PARK;False;857;;;;;Mixte;Mixte;Payant;Ouvert 24h/24h
Parking Stade Edouard Aubert;P1097;Vaulx-en-Velin;69256;COMMUNE;False;43;;;;1;Contrôle d'accès;Evènementielle;Gratuit;
La Vuldy;P522;Saint-Genis-les-Ollières;69205;COMMUNE;False;36;0;0;0;2;Libre;Mixte;Gratuit;
Commissariat;P1016;Vaulx-en-Velin;69256;COMMUNE;False;34;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parc de la Mairie;P370;Saint-Cyr-au-Mont-d'Or;69191;;False;12;0;0;0;0;Libre;;Gratuit;
Cordier;P678;Saint-Genis-Laval;69204;GRAND LYON;False;76;0;6;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Saint Jean;P22;Lyon 5e Arrondissement;69385;GRAND LYON;True;981;10;32;3;;Mixte;;Payant;Ouvert 24h/24h
Place Général de Gaulle;P365;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;False;13;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Poste 2;P554;Caluire-et-Cuire;69034;GRAND LYON;False;8;0;0;0;2;Horaire;Commerciale;Payant;Ouvert 24h/24h
Jean Boistard;P792;Francheville;69089;COMMUNE;False;37;0;0;0;4;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Flesselles;P101;Lyon 1er Arrondissement;69381;Particulier;False;100;;;;;Réservé abonnés;Résidentielle;Payant;Ouvert 24h/24h
Complexe sportif;P222;Cailloux-sur-Fontaines;69033;COMMUNE;False;130;;;;;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Carnot;P426;Saint-Fons;69199;GRAND LYON;False;55;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Le Lavoir;P379;Saint-Romain-au-Mont-d'Or;69233;COMMUNE;False;20;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Marcéhal Joffre;P685;Saint-Genis-Laval;69204;GRAND LYON;False;8;;;;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Terray;P923;Jonage;69279;SERL;False;10;;;;;Libre;;Gratuit;Ouvert 24h/24h
Placette du Charron;P576;Dardilly;69072;COMMUNE;False;10;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
26 rue Louis Saulnier;P534;Meyzieu;69282;COMMUNE;False;17;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parc des Monts d'Or;P835;Albigny-sur-Saône;69003;GRAND LYON;False;8;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Stade Ladoumègue;P1024;Vaulx-en-Velin;69256;;False;40;0;0;0;0;Libre;Evènementielle;Gratuit;Nuit
Cimetière;P822;Grigny;69096;GRAND LYON;False;36;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Bel-Air;P849;Francheville;69089;PRIVE;False;60;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Guinguettes;P617;Rochetaillée-sur-Saône;69168;COMMUNE;False;85;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Square des Orpailleurs;P1047;Chassieu;69271;GRAND LYON;False;11;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Georges Lyvet;P454;Couzon-au-Mont-d'Or;69068;GRAND LYON;False;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Ennemond Romand;P598;Vénissieux;69259;GRAND LYON;False;30;0;0;0;0;Libre;Mixte;Gratuit;Marché
Gare de Anse;P1071;;;;False;140;;;;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Mendès France;P660;Décines-Charpieu;69275;;False;145;0;0;0;0;Libre;Mixte;Gratuit;Marché
Marcel Paul Ouest;P611;Vénissieux;69259;GRAND LYON;False;10;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Pressensé A;P810;Grigny;69096;GRAND LYON;False;18;0;0;0;0;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Mionnay;P1089;;;;False;21;;;;;Libre;;Gratuit;Ouvert 24h/24h
Eglise;P637;Francheville;69089;COMMUNE;False;12;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Piscine;P845;La Mulatière;69142;COMMUNE;False;7;0;0;0;2;Libre;;Gratuit;
Parking Berthelot;P30;Lyon 7e Arrondissement;69387;GRAND LYON;False;345;32;23;2;;Mixte;Mixte;Payant;Ouvert 24h/24h
République B;P824;Grigny;69096;GRAND LYON;False;26;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Drelatière;P259;Chassieu;69271;COMMUNE;False;60;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Zone commerciale Route de Lyon;P1036;Chassieu;69271;PRIVE;False;153;4;0;0;11;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Gare de Lentilly;P1065;;;;False;70;;;0;;Libre;Mixte;Gratuit;Ouvert 24h/24h
Centre nautique André Sousi;P208;Bron;69029;COMMUNE;False;200;0;11;0;9;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Saint Symphorien d'Ozon;P945;;;;False;;;;;;Libre;;Gratuit;Ouvert 24h/24h
Centre culturel Le Polaris;P564;Corbas;69273;COMMUNE;False;41;0;6;0;5;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Gare de Charbonnières-les-Bains;P72;Charbonnières-les-Bains;69044;RFF;False;106;0;8;0;3;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Clairière des Varennes;P769;Marcy-l'Étoile;69127;CG;False;350;;0;0;;Libre;;Gratuit;Nuit
Esplanade Maurice Audin;P1013;Vaulx-en-Velin;69256;GRAND LYON;False;54;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare d'Oullins;P85;Oullins;69149;RFF;False;170;0;4;0;1;Libre;;Gratuit;Ouvert 24h/24h
Hauteurs-Rue de la République;P1051;Chassieu;69271;GRAND LYON;False;11;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Robert;P987;Francheville;69089;COMMUNE;False;30;0;6;0;1;Libre;Mixte;Zone bleue;Ouvert 24h/24h
Cimetière des Brosses;P1032;Vaulx-en-Velin;69256;GRAND LYON;False;17;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Colette Besson;P387;Genay;69278;GRAND LYON;False;29;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Place du Costel;P283;Corbas;69273;GRAND LYON;False;49;0;4;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
11-nov;P473;Vernaison;69260;GRAND LYON;False;59;0;8;0;2;Libre;Commerciale;Gratuit;Marché
Contal;P503;La Tour-de-Salvagny;69250;GRAND LYON;False;33;0;6;0;1;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Gymnase d'Aubarède;P690;Saint-Genis-Laval;69204;COMMUNE;False;61;0;0;0;3;Libre;Evènementielle;Gratuit;
Parking Gros Caillou;P20;Lyon 4e Arrondissement;69384;GRAND LYON;True;452;43;37;5;;Mixte;Mixte;Payant;Ouvert 24h/24h
Croix Rouge;P692;Saint-Genis-Laval;69204;;False;30;;;;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Salle des Sports;P475;Vernaison;69260;CNR;False;30;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
P+R Porte de Lyon;P311;Dardilly;69072;SYTRAL;;25;0;0;0;0;Contrôle d'accès;Mixte;Payant;Ouvert 24h/24h
Salle des fêtes Hippodrome;P491;La Tour-de-Salvagny;69250;COMMUNE;False;41;0;6;0;2;Libre;Evènementielle;Gratuit;
Pôle commerces et loisirs;P108;Lyon 2e Arrondissement;69382;Unibail;True;1500;;;;;Horaire;Commerciale;Payant;
Gratte-Ciel;P873;Villeurbanne;69266;GRAND LYON;False;150;0;0;0;0;Horaire;Commerciale;Payant;Marché
Marronniers;P498;La Tour-de-Salvagny;69250;COMMUNE;False;20;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Perrache 1;P10;Lyon 2e Arrondissement;69382;GRAND LYON;True;452;13;0;2;;Mixte;;Payant;Ouvert 24h/24h
Vaugneray - Rue des droits de l'homme;P978;;;COMMUNE;False;6;;;;;Libre;;Gratuit;Ouvert 24h/24h
Place des Tours;P898;Lissieu;69117;GRAND LYON;False;10;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Messimy - Randonneurs;P972;;;COMMUNE;False;42;;;;;Libre;;Gratuit;Ouvert 24h/24h
Stade Jean Bouin;P328;Feyzin;69276;GRAND LYON;False;60;;;;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Cimetière;P372;Sathonay-Village;69293;COMMUNE;False;14;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Ecole;P520;Saint-Genis-les-Ollières;69205;COMMUNE;False;32;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Christophe Colomb;P544;Caluire-et-Cuire;69034;GRAND LYON;False;14;0;0;0;0;Horaire;Commerciale;Payant;Ouvert 24h/24h
Bas Port;P675;Givors;69091;;False;60;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Guimet;P332;Fleurieu-sur-Saône;69085;GRAND LYON;False;10;0;0;0;0;Libre;Mixte;Gratuit;Marché
Stade;P389;Genay;69278;COMMUNE;False;37;0;0;0;0;;Evènementielle;Gratuit;Ouvert 24h/24h
Bel-Air;P782;Mions;69283;PRIVE;False;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Centre;P957;Quincieux;69163;;False;37;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h
Place Bad Abbach;P247;Charbonnières-les-Bains;69044;COMMUNE;False;70;;;;;Libre;;Gratuit;Ouvert 24h/24h
P+R Meyzieu ZI;P49;Meyzieu;69282;SYTRAL;True;473;0;120;0;10;Réservé abonnés;;Payant;Nuit
Halte Ferroviaire de Pierre-Bénite;P86;Pierre-Bénite;69152;RFF;False;50;0;4;0;;Libre;;Gratuit;Ouvert 24h/24h
Marché;P463;Neuville-sur-Saône;69143;GRAND LYON;False;222;0;0;0;2;Horaire;Commerciale;Payant;Marché
Place Carré Brûlé;P398;Feyzin;69276;GRAND LYON;False;23;0;6;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
P+R Rillieux Semailles;P62;Rillieux-la-Pape;69286;SYTRAL;True;50;0;0;0;2;Libre;;Gratuit;Nuit
Hôtel de Ville;P996;Rillieux-la-Pape;69286;GRAND LYON;False;70;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Rue de Lyon;P497;La Tour-de-Salvagny;69250;GRAND LYON;False;6;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Musée Gallo-Romain;P745;Lyon 5e Arrondissement;69385;GRAND LYON;False;43;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Contre allée de la Poste;P367;Neuville-sur-Saône;69143;GRAND LYON;False;21;0;2;0;0;Horaire;Commerciale;Payant;Ouvert 24h/24h
Stade;P904;Irigny;69100;;False;27;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Parking P4 - Aéroport Lyon - St-Exupéry;P1054;;;Aéroport Saint Exupé;True;3265;;0;7;15;Horaire;Commerciale;Payant;Ouvert 24h/24h
Médiathèque;P783;Mions;69283;GRAND LYON;False;25;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Neuville - Quai Barbès;P9003;Neuville-sur-Saône;69143;;;;;;;;;;;
Balmes/Deschamps;P597;Vénissieux;69259;GRAND LYON;False;21;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
La Poste;P642;Décines-Charpieu;69275;;False;14;0;0;0;0;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Grézieu la Varenne - Salle des fêtes;P947;;;COMMUNE;False;27;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Gare de Sérézin;P1084;;;;False;162;;;;2;;;;
Intermarché et Bricomarché;P141;Grigny;69096;PRIVE;False;187;0;0;0;2;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Place Désiré Trait;P847;La Mulatière;69142;GRAND LYON;False;17;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Ainay;P157;Lyon 2e Arrondissement;69382;PRIVE;False;60;;;;;Mixte;Mixte;Payant;Nuit
Salle Joseph Chatain;P453;Couzon-au-Mont-d'Or;69068;COMMUNE;False;9;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Centre;P200;Albigny-sur-Saône;69003;COMMUNE;False;54;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Rue du Perron;P404;Genay;69278;GRAND LYON;False;10;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Hôtel de Ville;P355;Francheville;69089;GRAND LYON;False;90;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Hôtel de Ville;P346;Vénissieux;69259;COMMUNE;False;160;0;0;0;4;Libre;;Gratuit;Ouvert 24h/24h
Aquarium (quai de la Libération);P838;La Mulatière;69142;GRAND LYON;False;0;0;0;0;0;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Gymnase;P702;Jonage;69279;COMMUNE;False;100;0;0;0;3;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Pti frippons;P780;Mions;69283;COMMUNE;False;10;0;3;0;0;Libre;;Gratuit;
Maison des Associations;P857;Saint-Priest;69290;COMMUNE;False;27;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare du Bois d'Oignt Légny;P1070;;;;False;85;;;0;4;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking du Valvert;P1101;Tassin-la-Demi-Lune;69244;;;3;;;;;;;;
Cuirassiers 2 centre commercial;P18;Lyon 3e Arrondissement;69383;GRAND LYON;True;150;0;0;0;;Horaire;Commerciale;Payant;Ouvert 24h/24h
Pierre Cot;P940;Saint-Priest;69290;;False;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Edouard Brenot;P625;Grigny;69096;GRAND LYON;False;35;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Charrière Blanche;P314;Écully;69081;COMMUNE;False;50;;;;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare de Mionnay;P1073;;;;False;65;;;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Champvillard;P915;Irigny;69100;COMMUNE;False;160;0;0;0;5;Libre;Evènementielle;Gratuit;Nuit
Jeu de Boules;P676;Craponne;69069;COMMUNE;False;12;0;6;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Genay - ZI;P9002;Genay;69278;;;;;;;;;;;
Gare de Lozanne;P1060;;;;False;160;;48;0;6;Libre;Mixte;Gratuit;Ouvert 24h/24h
Centre Commercial des Epis d'Or;P138;Corbas;69273;PRIVE;False;128;0;0;0;4;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Gare de Saint Maurice de Beynost;P1077;;;;False;25;;;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gadagne - Millaud;P931;Saint-Genis-Laval;69204;;False;24;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
ZAC des Gaulnes;P925;Jonage;69279;;False;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
ZI La Rize - Saillant;P1022;Vaulx-en-Velin;69256;COMMUNE;False;40;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Pont Mouton;P895;Lyon 9e Arrondissement;69389;GRAND LYON;False;90;0;0;0;0;Horaire;Mixte;Payant;Ouvert 24h/24h
